instant,season,yr,mnth,day,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
10068,winter,2012,2,29,13,0,3,1,2,0.36,0.3333,0.93,0.3582,4,72,76
10069,winter,2012,2,29,14,0,3,1,2,0.36,0.3333,0.93,0.3582,2,54,56
10070,winter,2012,2,29,15,0,3,1,2,0.4,0.4091,0.82,0.2836,3,87,90
10071,winter,2012,2,29,16,0,3,1,3,0.4,0.4091,0.82,0.2239,5,162,167
10072,winter,2012,2,29,17,0,3,1,2,0.4,0.4091,0.87,0.1642,7,246,253
10073,winter,2012,2,29,18,0,3,1,3,0.4,0.4091,0.87,0.0,11,181,192
10074,winter,2012,2,29,19,0,3,1,2,0.4,0.4091,0.87,0.1045,0,102,102
10075,winter,2012,2,29,20,0,3,1,3,0.42,0.4242,0.88,0.1642,2,95,97
10076,winter,2012,2,29,21,0,3,1,3,0.42,0.4242,0.88,0.1642,0,39,39
10077,winter,2012,2,29,22,0,3,1,3,0.42,0.4242,0.94,0.2537,2,53,55
10078,winter,2012,2,29,23,0,3,1,3,0.42,0.4242,0.94,0.2537,3,30,33
10079,winter,2012,3,01,0,0,4,1,2,0.42,0.4242,0.94,0.0,1,10,11
10080,winter,2012,3,01,1,0,4,1,3,0.46,0.4545,0.94,0.1045,0,12,12
10081,winter,2012,3,01,2,0,4,1,2,0.46,0.4545,0.94,0.2836,0,6,6
10082,winter,2012,3,01,3,0,4,1,1,0.46,0.4545,0.94,0.2239,0,3,3
10083,winter,2012,3,01,4,0,4,1,1,0.48,0.4697,0.88,0.194,0,5,5
10084,winter,2012,3,01,5,0,4,1,1,0.48,0.4697,0.88,0.1642,0,18,18
10085,winter,2012,3,01,6,0,4,1,2,0.42,0.4242,0.94,0.0,2,107,109
10086,winter,2012,3,01,7,0,4,1,2,0.44,0.4394,0.94,0.1343,8,296,304
10087,winter,2012,3,01,8,0,4,1,1,0.42,0.4242,0.94,0.1343,15,579,594
10088,winter,2012,3,01,9,0,4,1,1,0.46,0.4545,0.77,0.2537,5,281,286
10089,winter,2012,3,01,10,0,4,1,1,0.52,0.5,0.55,0.1642,11,122,133
10090,winter,2012,3,01,11,0,4,1,1,0.56,0.5303,0.43,0.194,19,149,168
10091,winter,2012,3,01,12,0,4,1,1,0.56,0.5303,0.37,0.2239,16,204,220
10092,winter,2012,3,01,13,0,4,1,1,0.58,0.5455,0.32,0.2537,24,187,211
10093,winter,2012,3,01,14,0,4,1,1,0.58,0.5455,0.35,0.2239,37,174,211
10094,winter,2012,3,01,15,0,4,1,1,0.6,0.6212,0.31,0.2537,31,192,223
10095,winter,2012,3,01,16,0,4,1,1,0.58,0.5455,0.32,0.2985,38,323,361
10096,winter,2012,3,01,17,0,4,1,1,0.56,0.5303,0.35,0.2985,49,551,600
10097,winter,2012,3,01,18,0,4,1,1,0.54,0.5152,0.34,0.3582,27,498,525
10098,winter,2012,3,01,19,0,4,1,1,0.48,0.4697,0.41,0.3284,11,317,328
10099,winter,2012,3,01,20,0,4,1,1,0.44,0.4394,0.44,0.4179,12,242,254
10100,winter,2012,3,01,21,0,4,1,1,0.42,0.4242,0.47,0.4627,7,190,197
10101,winter,2012,3,01,22,0,4,1,1,0.38,0.3939,0.5,0.2537,3,123,126
10102,winter,2012,3,01,23,0,4,1,1,0.36,0.3485,0.5,0.2239,9,76,85
10103,winter,2012,3,02,0,0,5,1,1,0.34,0.3333,0.53,0.1642,1,45,46
10104,winter,2012,3,02,1,0,5,1,1,0.34,0.3182,0.49,0.2239,2,18,20
10105,winter,2012,3,02,2,0,5,1,1,0.34,0.3182,0.53,0.2836,2,4,6
10106,winter,2012,3,02,3,0,5,1,1,0.32,0.3182,0.57,0.194,0,3,3
10107,winter,2012,3,02,4,0,5,1,1,0.32,0.3485,0.61,0.0,0,2,2
10108,winter,2012,3,02,5,0,5,1,1,0.3,0.3333,0.7,0.0,0,24,24
10109,winter,2012,3,02,6,0,5,1,1,0.3,0.3333,0.7,0.0,4,88,92
10110,winter,2012,3,02,7,0,5,1,1,0.3,0.3333,0.7,0.0,4,258,262
10111,winter,2012,3,02,8,0,5,1,1,0.28,0.303,0.75,0.0896,16,533,549
10112,winter,2012,3,02,9,0,5,1,1,0.3,0.3333,0.81,0.0,15,299,314
10113,winter,2012,3,02,10,0,5,1,1,0.36,0.3485,0.5,0.1642,14,118,132
10114,winter,2012,3,02,11,0,5,1,1,0.38,0.3939,0.46,0.194,40,154,194
10115,winter,2012,3,02,12,0,5,1,1,0.4,0.4091,0.43,0.1642,40,194,234
10116,winter,2012,3,02,13,0,5,1,1,0.42,0.4242,0.44,0.2239,31,191,222
10117,winter,2012,3,02,14,0,5,1,2,0.44,0.4394,0.44,0.2836,29,176,205
10118,winter,2012,3,02,15,0,5,1,2,0.42,0.4242,0.5,0.2985,5,73,78
10119,winter,2012,3,02,16,0,5,1,3,0.4,0.4091,0.58,0.2985,1,49,50
10120,winter,2012,3,02,17,0,5,1,3,0.36,0.3485,0.81,0.2239,5,123,128
10121,winter,2012,3,02,18,0,5,1,3,0.36,0.3485,0.87,0.194,6,154,160
10122,winter,2012,3,02,19,0,5,1,3,0.36,0.3485,0.87,0.194,12,162,174
10123,winter,2012,3,02,20,0,5,1,2,0.36,0.3485,0.87,0.194,7,93,100
10124,winter,2012,3,02,21,0,5,1,3,0.36,0.3636,0.87,0.0896,2,99,101
10125,winter,2012,3,02,22,0,5,1,2,0.36,0.3788,0.87,0.0,6,69,75
10126,winter,2012,3,02,23,0,5,1,2,0.36,0.3788,0.87,0.0,4,19,23
10127,winter,2012,3,03,0,0,6,0,3,0.36,0.3636,0.93,0.0896,1,21,22
10128,winter,2012,3,03,1,0,6,0,3,0.36,0.3788,0.93,0.0,0,44,44
10129,winter,2012,3,03,2,0,6,0,3,0.36,0.3636,0.93,0.0896,4,34,38
10130,winter,2012,3,03,3,0,6,0,2,0.36,0.3485,0.93,0.1642,1,20,21
10131,winter,2012,3,03,4,0,6,0,2,0.36,0.3485,0.93,0.194,0,2,2
10132,winter,2012,3,03,5,0,6,0,2,0.36,0.3636,0.93,0.0896,1,1,2
10133,winter,2012,3,03,6,0,6,0,2,0.36,0.3636,0.93,0.0896,1,6,7
10134,winter,2012,3,03,7,0,6,0,2,0.36,0.3485,0.93,0.1343,2,14,16
10135,winter,2012,3,03,8,0,6,0,3,0.36,0.3788,0.93,0.0,2,46,48
10136,winter,2012,3,03,9,0,6,0,3,0.38,0.3939,0.87,0.0896,7,87,94
10137,winter,2012,3,03,10,0,6,0,2,0.4,0.4091,0.87,0.0,31,137,168
10138,winter,2012,3,03,11,0,6,0,2,0.4,0.4091,0.87,0.0896,33,181,214
10139,winter,2012,3,03,12,0,6,0,2,0.42,0.4242,0.67,0.2537,47,252,299
10140,winter,2012,3,03,13,0,6,0,1,0.44,0.4394,0.51,0.2836,87,252,339
10141,winter,2012,3,03,14,0,6,0,2,0.46,0.4545,0.44,0.3582,151,279,430
10142,winter,2012,3,03,15,0,6,0,1,0.48,0.4697,0.29,0.2985,145,254,399
10143,winter,2012,3,03,16,0,6,0,1,0.5,0.4848,0.27,0.2985,167,300,467
10144,winter,2012,3,03,17,0,6,0,1,0.5,0.4848,0.23,0.3284,106,279,385
10145,winter,2012,3,03,18,0,6,0,1,0.5,0.4848,0.25,0.2537,53,250,303
10146,winter,2012,3,03,19,0,6,0,1,0.46,0.4545,0.33,0.1642,34,191,225
10147,winter,2012,3,03,20,0,6,0,1,0.44,0.4394,0.3,0.1343,28,121,149
10148,winter,2012,3,03,21,0,6,0,1,0.46,0.4545,0.19,0.3284,24,130,154
10149,winter,2012,3,03,22,0,6,0,1,0.44,0.4394,0.21,0.1343,19,115,134
10150,winter,2012,3,03,23,0,6,0,1,0.42,0.4242,0.24,0.0,12,94,106
10151,winter,2012,3,04,0,0,0,0,2,0.4,0.4091,0.3,0.3582,5,67,72
10152,winter,2012,3,04,1,0,0,0,2,0.38,0.3939,0.34,0.194,16,60,76
10153,winter,2012,3,04,2,0,0,0,2,0.36,0.3485,0.4,0.1642,14,66,80
10154,winter,2012,3,04,3,0,0,0,2,0.36,0.3485,0.43,0.1343,5,21,26
10155,winter,2012,3,04,4,0,0,0,2,0.34,0.3333,0.46,0.194,3,11,14
10156,winter,2012,3,04,5,0,0,0,2,0.34,0.3182,0.46,0.2239,0,5,5
10157,winter,2012,3,04,6,0,0,0,2,0.3,0.2727,0.52,0.2985,0,5,5
10158,winter,2012,3,04,7,0,0,0,2,0.3,0.2727,0.52,0.2985,2,21,23
10159,winter,2012,3,04,8,0,0,0,1,0.3,0.2727,0.52,0.3284,12,54,66
10160,winter,2012,3,04,9,0,0,0,1,0.3,0.2727,0.49,0.4478,14,104,118
10161,winter,2012,3,04,10,0,0,0,1,0.3,0.2727,0.49,0.3284,31,161,192
10162,winter,2012,3,04,11,0,0,0,1,0.32,0.2879,0.45,0.3881,64,192,256
10163,winter,2012,3,04,12,0,0,0,1,0.34,0.303,0.42,0.3582,71,256,327
10164,winter,2012,3,04,13,0,0,0,1,0.36,0.3333,0.37,0.3582,108,256,364
10165,winter,2012,3,04,14,0,0,0,1,0.36,0.3333,0.34,0.3582,106,226,332
10166,winter,2012,3,04,15,0,0,0,1,0.36,0.3182,0.32,0.5224,82,252,334
10167,winter,2012,3,04,16,0,0,0,1,0.36,0.3182,0.29,0.4925,68,231,299
10168,winter,2012,3,04,17,0,0,0,1,0.34,0.2879,0.31,0.5522,49,214,263
10169,winter,2012,3,04,18,0,0,0,1,0.32,0.2727,0.33,0.6119,20,164,184
10170,winter,2012,3,04,19,0,0,0,1,0.3,0.2576,0.36,0.4925,12,120,132
10171,winter,2012,3,04,20,0,0,0,1,0.28,0.2727,0.38,0.2537,8,80,88
10172,winter,2012,3,04,21,0,0,0,1,0.28,0.2727,0.36,0.2239,9,70,79
10173,winter,2012,3,04,22,0,0,0,1,0.26,0.2424,0.41,0.2537,9,53,62
10174,winter,2012,3,04,23,0,0,0,1,0.26,0.2576,0.41,0.194,2,24,26
10175,winter,2012,3,05,0,0,1,1,1,0.24,0.2273,0.44,0.194,2,15,17
10176,winter,2012,3,05,1,0,1,1,1,0.24,0.2424,0.48,0.1343,3,3,6
10177,winter,2012,3,05,2,0,1,1,1,0.24,0.2424,0.48,0.1343,1,3,4
10178,winter,2012,3,05,3,0,1,1,1,0.22,0.2273,0.51,0.1642,0,1,1
10179,winter,2012,3,05,4,0,1,1,1,0.2,0.2273,0.55,0.0896,0,1,1
10180,winter,2012,3,05,5,0,1,1,1,0.2,0.2273,0.55,0.0896,1,17,18
10181,winter,2012,3,05,6,0,1,1,1,0.18,0.197,0.59,0.1343,2,89,91
10182,winter,2012,3,05,7,0,1,1,1,0.18,0.197,0.59,0.1343,7,253,260
10183,winter,2012,3,05,8,0,1,1,1,0.2,0.2273,0.59,0.1045,13,415,428
10184,winter,2012,3,05,9,0,1,1,2,0.22,0.2576,0.6,0.0896,11,186,197
10185,winter,2012,3,05,10,0,1,1,2,0.24,0.2576,0.6,0.0,12,74,86
10186,winter,2012,3,05,11,0,1,1,2,0.26,0.2727,0.56,0.1343,17,86,103
10187,winter,2012,3,05,12,0,1,1,2,0.26,0.303,0.52,0.0,15,122,137
10188,winter,2012,3,05,13,0,1,1,2,0.26,0.2576,0.55,0.2985,11,109,120
10189,winter,2012,3,05,14,0,1,1,2,0.28,0.2576,0.57,0.3582,13,115,128
10190,winter,2012,3,05,15,0,1,1,2,0.3,0.2879,0.53,0.194,20,110,130
10191,winter,2012,3,05,16,0,1,1,1,0.3,0.2727,0.45,0.2985,30,180,210
10192,winter,2012,3,05,17,0,1,1,3,0.3,0.2727,0.45,0.2985,11,376,387
10193,winter,2012,3,05,18,0,1,1,3,0.28,0.2273,0.55,0.6567,12,363,375
10194,winter,2012,3,05,19,0,1,1,1,0.26,0.2576,0.53,0.2239,6,220,226
10195,winter,2012,3,05,20,0,1,1,1,0.26,0.2273,0.37,0.4627,8,171,179
10196,winter,2012,3,05,21,0,1,1,1,0.26,0.2273,0.37,0.3881,4,116,120
10197,winter,2012,3,05,22,0,1,1,1,0.24,0.2121,0.35,0.3284,2,76,78
10198,winter,2012,3,05,23,0,1,1,1,0.22,0.1818,0.37,0.5821,2,29,31
10199,winter,2012,3,06,0,0,2,1,1,0.22,0.2121,0.37,0.2985,0,8,8
10200,winter,2012,3,06,1,0,2,1,1,0.2,0.197,0.44,0.2537,0,6,6
10201,winter,2012,3,06,2,0,2,1,1,0.2,0.197,0.44,0.2239,0,4,4
10202,winter,2012,3,06,3,0,2,1,1,0.18,0.1667,0.51,0.2836,0,1,1
10203,winter,2012,3,06,4,0,2,1,1,0.18,0.1667,0.51,0.2985,0,3,3
10204,winter,2012,3,06,5,0,2,1,1,0.18,0.1818,0.51,0.2239,0,25,25
10205,winter,2012,3,06,6,0,2,1,1,0.18,0.2121,0.51,0.1045,3,99,102
10206,winter,2012,3,06,7,0,2,1,1,0.16,0.1818,0.55,0.1343,5,270,275
10207,winter,2012,3,06,8,0,2,1,1,0.16,0.1818,0.59,0.1045,14,487,501
10208,winter,2012,3,06,9,0,2,1,1,0.22,0.2727,0.47,0.0,11,222,233
10209,winter,2012,3,06,10,0,2,1,1,0.24,0.2576,0.44,0.0,16,113,129
10210,winter,2012,3,06,11,0,2,1,1,0.26,0.2576,0.41,0.1642,20,110,130
10211,winter,2012,3,06,12,0,2,1,1,0.26,0.2727,0.41,0.1045,9,129,138
10212,winter,2012,3,06,13,0,2,1,1,0.3,0.303,0.39,0.1343,16,148,164
10213,winter,2012,3,06,14,0,2,1,1,0.32,0.303,0.36,0.2239,20,116,136
10214,winter,2012,3,06,15,0,2,1,1,0.34,0.303,0.36,0.2985,24,142,166
10215,winter,2012,3,06,16,0,2,1,1,0.36,0.3333,0.32,0.2836,22,228,250
10216,winter,2012,3,06,17,0,2,1,1,0.36,0.3333,0.34,0.2836,21,425,446
10217,winter,2012,3,06,18,0,2,1,1,0.34,0.303,0.42,0.3284,15,442,457
10218,winter,2012,3,06,19,0,2,1,1,0.34,0.303,0.46,0.2985,9,278,287
10219,winter,2012,3,06,20,0,2,1,1,0.32,0.3182,0.49,0.194,3,184,187
10220,winter,2012,3,06,21,0,2,1,1,0.32,0.3182,0.49,0.194,5,143,148
10221,winter,2012,3,06,22,0,2,1,1,0.28,0.2727,0.56,0.1642,5,101,106
10222,winter,2012,3,06,23,0,2,1,1,0.28,0.2727,0.61,0.2239,3,51,54
10223,winter,2012,3,07,0,0,3,1,1,0.28,0.2576,0.65,0.2836,3,12,15
10224,winter,2012,3,07,1,0,3,1,1,0.3,0.2727,0.61,0.2985,1,4,5
10225,winter,2012,3,07,2,0,3,1,1,0.3,0.2879,0.56,0.2836,0,4,4
10226,winter,2012,3,07,3,0,3,1,1,0.3,0.2727,0.56,0.3582,1,2,3
10227,winter,2012,3,07,4,0,3,1,1,0.28,0.2576,0.61,0.3284,0,3,3
10228,winter,2012,3,07,5,0,3,1,1,0.28,0.2576,0.56,0.2985,0,18,18
10229,winter,2012,3,07,6,0,3,1,1,0.28,0.2576,0.61,0.3881,4,104,108
10230,winter,2012,3,07,7,0,3,1,1,0.26,0.2273,0.65,0.3881,12,332,344
10231,winter,2012,3,07,8,0,3,1,1,0.28,0.2576,0.61,0.2985,12,554,566
10232,winter,2012,3,07,9,0,3,1,1,0.3,0.2727,0.61,0.3284,12,252,264
10233,winter,2012,3,07,10,0,3,1,1,0.36,0.3333,0.5,0.2985,20,127,147
10234,winter,2012,3,07,11,0,3,1,1,0.42,0.4242,0.38,0.2985,33,128,161
10235,winter,2012,3,07,12,0,3,1,1,0.44,0.4394,0.38,0.3881,40,175,215
10236,winter,2012,3,07,13,0,3,1,1,0.5,0.4848,0.34,0.4179,26,179,205
10237,winter,2012,3,07,14,0,3,1,1,0.52,0.5,0.36,0.3284,38,137,175
10238,winter,2012,3,07,15,0,3,1,1,0.54,0.5152,0.37,0.4478,44,165,209
10239,winter,2012,3,07,16,0,3,1,1,0.56,0.5303,0.37,0.4179,34,254,288
10240,winter,2012,3,07,17,0,3,1,1,0.56,0.5303,0.43,0.4925,58,554,612
10241,winter,2012,3,07,18,0,3,1,1,0.56,0.5303,0.4,0.4627,35,509,544
10242,winter,2012,3,07,19,0,3,1,1,0.54,0.5152,0.42,0.3582,16,345,361
10243,winter,2012,3,07,20,0,3,1,1,0.5,0.4848,0.51,0.2537,18,242,260
10244,winter,2012,3,07,21,0,3,1,1,0.44,0.4394,0.62,0.2537,11,177,188
10245,winter,2012,3,07,22,0,3,1,1,0.46,0.4545,0.59,0.2985,10,149,159
10246,winter,2012,3,07,23,0,3,1,1,0.44,0.4394,0.62,0.3284,4,58,62
10247,winter,2012,3,08,0,0,4,1,1,0.44,0.4394,0.62,0.3284,11,35,46
10248,winter,2012,3,08,1,0,4,1,1,0.46,0.4545,0.63,0.3284,4,17,21
10249,winter,2012,3,08,2,0,4,1,1,0.46,0.4545,0.63,0.3881,6,5,11
10250,winter,2012,3,08,3,0,4,1,1,0.46,0.4545,0.63,0.3881,0,3,3
10251,winter,2012,3,08,4,0,4,1,1,0.44,0.4394,0.72,0.2836,0,2,2
10252,winter,2012,3,08,5,0,4,1,1,0.42,0.4242,0.77,0.2239,1,28,29
10253,winter,2012,3,08,6,0,4,1,1,0.42,0.4242,0.77,0.2537,4,105,109
10254,winter,2012,3,08,7,0,4,1,1,0.42,0.4242,0.77,0.3582,8,326,334
10255,winter,2012,3,08,8,0,4,1,1,0.44,0.4394,0.77,0.3881,12,573,585
10256,winter,2012,3,08,9,0,4,1,1,0.46,0.4545,0.72,0.4627,19,282,301
10257,winter,2012,3,08,10,0,4,1,1,0.5,0.4848,0.68,0.4627,19,119,138
10258,winter,2012,3,08,11,0,4,1,2,0.54,0.5152,0.6,0.4627,48,156,204
10259,winter,2012,3,08,12,0,4,1,2,0.56,0.5303,0.6,0.4478,27,224,251
10260,winter,2012,3,08,13,0,4,1,2,0.6,0.6212,0.49,0.6418,35,198,233
10261,winter,2012,3,08,14,0,4,1,2,0.62,0.6212,0.43,0.6418,48,155,203
10262,winter,2012,3,08,15,0,4,1,1,0.64,0.6212,0.38,0.6866,24,161,185
10263,winter,2012,3,08,16,0,4,1,2,0.62,0.6212,0.41,0.6418,37,305,342
10264,winter,2012,3,08,17,0,4,1,1,0.62,0.6212,0.38,0.6567,52,545,597
10265,winter,2012,3,08,18,0,4,1,2,0.62,0.6212,0.38,0.5522,45,545,590
10266,winter,2012,3,08,19,0,4,1,2,0.6,0.6212,0.4,0.4478,21,395,416
10267,winter,2012,3,08,20,0,4,1,2,0.6,0.6212,0.43,0.3881,20,282,302
10268,winter,2012,3,08,21,0,4,1,1,0.6,0.6212,0.43,0.3881,27,206,233
10269,winter,2012,3,08,22,0,4,1,1,0.56,0.5303,0.49,0.3284,12,141,153
10270,winter,2012,3,08,23,0,4,1,2,0.56,0.5303,0.49,0.4478,6,88,94
10271,winter,2012,3,09,0,0,5,1,2,0.58,0.5455,0.49,0.4627,3,51,54
10272,winter,2012,3,09,1,0,5,1,3,0.56,0.5303,0.52,0.4925,4,22,26
10273,winter,2012,3,09,2,0,5,1,3,0.48,0.4697,0.77,0.4179,2,9,11
10274,winter,2012,3,09,3,0,5,1,1,0.46,0.4545,0.77,0.5224,0,7,7
10275,winter,2012,3,09,4,0,5,1,3,0.4,0.4091,0.66,0.2836,0,1,1
10276,winter,2012,3,09,5,0,5,1,3,0.4,0.4091,0.66,0.2836,2,27,29
10277,winter,2012,3,09,6,0,5,1,2,0.4,0.4091,0.5,0.3582,2,83,85
10278,winter,2012,3,09,7,0,5,1,2,0.38,0.3939,0.4,0.2985,6,262,268
10279,winter,2012,3,09,8,0,5,1,2,0.34,0.2879,0.42,0.5224,17,484,501
10280,winter,2012,3,09,9,0,5,1,2,0.34,0.2879,0.42,0.5224,17,267,284
10281,winter,2012,3,09,10,0,5,1,2,0.34,0.2879,0.36,0.4925,14,145,159
10282,winter,2012,3,09,11,0,5,1,2,0.36,0.3333,0.34,0.3582,17,170,187
10283,winter,2012,3,09,12,0,5,1,1,0.36,0.3333,0.34,0.4179,27,174,201
10284,winter,2012,3,09,13,0,5,1,2,0.38,0.3939,0.29,0.3881,49,175,224
10285,winter,2012,3,09,14,0,5,1,1,0.42,0.4242,0.28,0.4627,49,129,178
10286,winter,2012,3,09,15,0,5,1,1,0.46,0.4545,0.24,0.2537,50,188,238
10287,winter,2012,3,09,16,0,5,1,1,0.48,0.4697,0.23,0.4179,51,292,343
10288,winter,2012,3,09,17,0,5,1,1,0.46,0.4545,0.24,0.3881,68,498,566
10289,winter,2012,3,09,18,0,5,1,1,0.44,0.4394,0.26,0.5224,30,440,470
10290,winter,2012,3,09,19,0,5,1,1,0.42,0.4242,0.28,0.6119,12,232,244
10291,winter,2012,3,09,20,0,5,1,1,0.38,0.3939,0.32,0.3582,3,156,159
10292,winter,2012,3,09,21,0,5,1,1,0.36,0.3333,0.34,0.3284,8,133,141
10293,winter,2012,3,09,22,0,5,1,1,0.34,0.2879,0.31,0.4925,7,100,107
10294,winter,2012,3,09,23,0,5,1,1,0.32,0.303,0.33,0.2985,9,77,86
10295,winter,2012,3,10,0,0,6,0,1,0.3,0.2727,0.36,0.3582,9,68,77
10296,winter,2012,3,10,1,0,6,0,1,0.3,0.2879,0.36,0.2537,1,50,51
10297,winter,2012,3,10,2,0,6,0,1,0.26,0.2424,0.41,0.2537,12,30,42
10298,winter,2012,3,10,3,0,6,0,1,0.26,0.2273,0.41,0.2985,0,16,16
10299,winter,2012,3,10,4,0,6,0,1,0.24,0.2121,0.41,0.3582,1,3,4
10300,winter,2012,3,10,5,0,6,0,1,0.22,0.2121,0.42,0.2836,3,7,10
10301,winter,2012,3,10,6,0,6,0,1,0.22,0.2121,0.44,0.2836,1,11,12
10302,winter,2012,3,10,7,0,6,0,1,0.22,0.2121,0.44,0.2537,4,36,40
10303,winter,2012,3,10,8,0,6,0,1,0.22,0.2121,0.44,0.2985,15,96,111
10304,winter,2012,3,10,9,0,6,0,1,0.24,0.2121,0.41,0.3284,21,127,148
10305,winter,2012,3,10,10,0,6,0,1,0.26,0.2273,0.35,0.4179,47,176,223
10306,winter,2012,3,10,11,0,6,0,1,0.3,0.2727,0.33,0.3284,56,218,274
10307,winter,2012,3,10,12,0,6,0,1,0.3,0.2727,0.33,0.3284,88,241,329
10308,winter,2012,3,10,13,0,6,0,1,0.32,0.303,0.29,0.2836,89,268,357
10309,winter,2012,3,10,14,0,6,0,1,0.34,0.3182,0.27,0.2836,117,262,379
10310,winter,2012,3,10,15,0,6,0,1,0.34,0.3636,0.25,0.0,132,274,406
10311,winter,2012,3,10,16,0,6,0,1,0.36,0.3636,0.23,0.0,115,275,390
10312,winter,2012,3,10,17,0,6,0,1,0.36,0.3788,0.23,0.0,104,250,354
10313,winter,2012,3,10,18,0,6,0,1,0.36,0.3636,0.21,0.0896,67,230,297
10314,winter,2012,3,10,19,0,6,0,1,0.34,0.3636,0.25,0.0,25,159,184
10315,winter,2012,3,10,20,0,6,0,1,0.32,0.3333,0.33,0.1343,20,101,121
10316,winter,2012,3,10,21,0,6,0,1,0.3,0.2879,0.39,0.2239,16,94,110
10317,winter,2012,3,10,22,0,6,0,1,0.26,0.2576,0.44,0.1642,19,81,100
10318,winter,2012,3,10,23,0,6,0,1,0.26,0.2576,0.41,0.194,6,77,83
10319,winter,2012,3,11,0,0,0,0,1,0.26,0.2879,0.44,0.0896,7,62,69
10320,winter,2012,3,11,1,0,0,0,1,0.24,0.2424,0.52,0.1642,4,57,61
10321,winter,2012,3,11,3,0,0,0,1,0.24,0.2424,0.6,0.1343,15,51,66
10322,winter,2012,3,11,4,0,0,0,1,0.24,0.2424,0.6,0.1343,7,15,22
10323,winter,2012,3,11,5,0,0,0,1,0.24,0.2424,0.6,0.1642,2,5,7
10324,winter,2012,3,11,6,0,0,0,1,0.24,0.2424,0.7,0.1642,2,8,10
10325,winter,2012,3,11,7,0,0,0,1,0.22,0.2273,0.69,0.1343,2,15,17
10326,winter,2012,3,11,8,0,0,0,1,0.22,0.2273,0.69,0.1343,4,68,72
10327,winter,2012,3,11,9,0,0,0,1,0.26,0.2576,0.6,0.2239,20,70,90
10328,winter,2012,3,11,10,0,0,0,1,0.32,0.303,0.49,0.2836,71,147,218
10329,winter,2012,3,11,11,0,0,0,1,0.36,0.3333,0.43,0.2836,90,209,299
10330,winter,2012,3,11,12,0,0,0,1,0.4,0.4091,0.37,0.2985,146,264,410
10331,winter,2012,3,11,13,0,0,0,1,0.42,0.4242,0.41,0.2985,176,288,464
10332,winter,2012,3,11,14,0,0,0,1,0.46,0.4545,0.31,0.2836,212,289,501
10333,winter,2012,3,11,15,0,0,0,1,0.5,0.4848,0.29,0.2985,201,286,487
10334,winter,2012,3,11,16,0,0,0,1,0.5,0.4848,0.31,0.3582,208,301,509
10335,winter,2012,3,11,17,0,0,0,1,0.52,0.5,0.27,0.2985,199,299,498
10336,winter,2012,3,11,18,0,0,0,1,0.52,0.5,0.29,0.2836,133,256,389
10337,winter,2012,3,11,19,0,0,0,1,0.5,0.4848,0.31,0.2836,55,203,258
10338,winter,2012,3,11,20,0,0,0,1,0.44,0.4394,0.47,0.2239,42,129,171
10339,winter,2012,3,11,21,0,0,0,1,0.42,0.4242,0.54,0.2239,37,110,147
10340,winter,2012,3,11,22,0,0,0,1,0.4,0.4091,0.54,0.194,13,81,94
10341,winter,2012,3,11,23,0,0,0,1,0.4,0.4091,0.5,0.1642,12,40,52
10342,winter,2012,3,12,0,0,1,1,1,0.38,0.3939,0.54,0.194,4,20,24
10343,winter,2012,3,12,1,0,1,1,1,0.38,0.3939,0.5,0.1343,1,9,10
10344,winter,2012,3,12,2,0,1,1,1,0.38,0.3939,0.54,0.1045,4,5,9
10345,winter,2012,3,12,3,0,1,1,1,0.36,0.3485,0.5,0.1343,0,2,2
10346,winter,2012,3,12,4,0,1,1,1,0.34,0.3333,0.61,0.194,0,3,3
10347,winter,2012,3,12,5,0,1,1,1,0.34,0.3333,0.61,0.194,1,15,16
10348,winter,2012,3,12,6,0,1,1,1,0.34,0.3485,0.57,0.1045,2,86,88
10349,winter,2012,3,12,7,0,1,1,1,0.34,0.3485,0.53,0.1045,9,259,268
10350,winter,2012,3,12,8,0,1,1,1,0.34,0.3333,0.61,0.1343,17,547,564
10351,winter,2012,3,12,9,0,1,1,1,0.38,0.3939,0.54,0.1642,21,260,281
10352,winter,2012,3,12,10,0,1,1,1,0.4,0.4091,0.5,0.2239,39,98,137
10353,winter,2012,3,12,11,0,1,1,1,0.44,0.4394,0.44,0.2239,39,111,150
10354,winter,2012,3,12,12,0,1,1,1,0.48,0.4697,0.39,0.2239,59,162,221
10355,winter,2012,3,12,13,0,1,1,2,0.54,0.5152,0.32,0.2537,74,176,250
10356,winter,2012,3,12,14,0,1,1,2,0.58,0.5455,0.32,0.2836,76,145,221
10357,winter,2012,3,12,15,0,1,1,1,0.56,0.5303,0.4,0.1343,74,159,233
10358,winter,2012,3,12,16,0,1,1,1,0.62,0.6212,0.35,0.4478,77,255,332
10359,winter,2012,3,12,17,0,1,1,2,0.62,0.6212,0.38,0.4179,87,557,644
10360,winter,2012,3,12,18,0,1,1,2,0.6,0.6212,0.43,0.194,89,623,712
10361,winter,2012,3,12,19,0,1,1,2,0.56,0.5303,0.49,0.2239,67,379,446
10362,winter,2012,3,12,20,0,1,1,2,0.56,0.5303,0.49,0.2239,49,237,286
10363,winter,2012,3,12,21,0,1,1,2,0.54,0.5152,0.56,0.2239,22,183,205
10364,winter,2012,3,12,22,0,1,1,2,0.56,0.5303,0.56,0.2239,17,116,133
